dates,90 cv,60 cv,180 cv,75 cv,105 cv,70 cv,110 cv
2020-05-01,10940.0,4960.0,14800.0,6490.0,6490.0,5245.0,4600.0
2020-07-01,5745.0,5990.0,13780.0,,,,
