dates,122 cv,140 cv,105 cv,160 cv,80 cv,170 cv,101 cv,110 cv
2020-03-01,5990.0,7900.0,6990.0,6128.0,7850.0,10495.0,6300.0,9600.0
2020-05-01,,9425.0,7523.333333333333,,8490.0,9990.0,,
2020-06-01,,7498.333333333333,7730.0,,9745.0,,,
2020-07-01,,,7326.666666666667,,9245.0,,,
