dates,80 cv,120 cv,136 cv,163 cv,86 cv,115 cv,113 cv,110 cv
2020-03-01,4900.0,3490.0,2499.0,1000.0,50.0,2000.0,3190.0,5500.0
2020-05-01,1962.5,,599.0,,,,,
2020-06-01,3300.0,,2500.0,,,,,
