dates,160 cv,110 cv,136 cv,150 cv,125 cv,95 cv
2020-04-01,16030.0,14812.857142857143,17633.333333333332,16750.0,13830.0,9990.0
2020-05-01,17250.0,15050.0,18860.0,,,
2020-06-01,,,22780.0,,,
