dates,177 cv,306 cv,233 cv,245 cv,170 cv,218 cv,286 cv,231 cv
2020-04-01,13860.0,33522.0,17530.0,17120.0,16100.0,17640.0,15750.0,15930.0
2020-05-01,11865.0,20650.0,19500.0,22490.0,14555.0,15876.666666666666,,
2020-06-01,16800.0,,18580.0,,,11530.0,,
