dates,87 cv,100 cv,70 cv
2017-10-01,8690.0,15990.0,15990.0
2019-08-01,11990.0,12700.0,13290.0
2019-09-01,12334.0,12716.25,12990.0
2020-02-01,12990.0,,8920.0
2020-03-01,11443.777777777777,,11764.0
2020-04-01,10983.84375,,10940.0
2020-05-01,11187.666666666666,,9296.666666666666
2020-06-01,,,11342.565217391304
2020-07-01,,,10390.0
