dates,150 cv,105 cv,184 cv,265 cv,180 cv,115 cv
2020-05-01,14675.0,13480.0,18374.0,28330.0,23480.0,17425.0
2020-06-01,17363.0,14253.333333333334,,28230.0,,
2020-07-01,18858.0,12380.0,,32020.0,,
