dates,200 cv,170 cv,220 cv,136 cv,160 cv,188 cv,178 cv
2019-07-01,12750.0,16000.0,12000.0,7500.0,10195.0,9000.0,7500.0
2020-02-01,16150.0,14995.0,,14790.0,10200.0,,
2020-05-01,13156.0,13972.5,,11995.0,10400.0,,
2020-06-01,,,,10814.285714285714,,,
2020-07-01,,,,14350.0,,,
