dates,125 cv,120 cv,110 cv,115 cv,94 cv,140 cv,150 cv
2019-01-01,11900.0,10980.0,7870.0,6480.0,10490.0,8800.0,9490.0
2020-02-01,7145.0,14500.0,8356.666666666666,,11492.5,,
2020-03-01,7857.5,12595.0,6463.625,,6990.0,,
2020-05-01,10790.0,9800.0,3590.0,,6270.0,,
2020-06-01,,,,,9722.857142857143,,
