dates,150 cv,184 cv,140 cv,180 cv,105 cv,125 cv,122 cv,110 cv,250 cv,160 cv
2019-11-01,18490.0,24426.666666666668,14603.333333333334,25720.0,21480.0,15190.0,13980.0,14390.0,29950.0,16000.0
2019-12-01,18990.0,21890.0,11800.0,24920.0,17715.0,17475.0,15900.0,15900.0,,
2020-01-01,15240.0,25992.0,19205.0,17286.0,16785.0,15426.0,14250.0,15000.0,,
2020-03-01,19031.875,25150.0,15993.333333333334,19351.81818181818,16995.0,17230.0,14296.25,,,
2020-04-01,20810.0,30700.0,16600.0,18718.0,15555.454545454546,,15245.0,,,
2020-05-01,18004.285714285714,,,,17942.0,,,,,
2020-06-01,18322.777777777777,,,,,,,,,
2020-07-01,16610.0,,,,,,,,,
