dates,140 cv,75 cv,101 cv,90 cv,110 cv,68 cv,116 cv
2020-06-01,3500.0,1150.0,2600.0,875.0,800.0,1350.0,1000.0
2020-07-01,,,1700.0,1700.0,1174.75,2200.0,
