dates,77 cv,84 cv,123 cv,100 cv,120 cv,90 cv,107 cv
2019-11-01,8980.0,13245.0,12200.0,13590.0,18590.0,13160.0,11300.0
2019-12-01,10990.0,10690.0,,14393.333333333334,16575.0,12726.0,9290.0
2020-01-01,10695.0,12240.0,,14115.125,17269.5,,
2020-02-01,13195.0,10840.76923076923,,13095.518518518518,,,
2020-03-01,12558.333333333334,11160.689655172413,,,,,
2020-04-01,11726.0,10578.627118644068,,,,,
2020-05-01,11420.0,,,,,,
2020-06-01,12539.904761904761,,,,,,
2020-07-01,11513.807692307691,,,,,,
