dates,115 cv,203 cv,163 cv,140 cv,160 cv
2020-05-01,14490.0,20000.0,13000.0,9990.0,12300.0
2020-06-01,8890.0,,,10947.5,
2020-07-01,10970.0,,,10100.0,
