dates,140 cv,117 cv
2018-12-01,19900.0,17800.0
2019-03-01,21400.0,20820.0
2019-09-01,20393.333333333332,18760.0
2019-10-01,20299.0,18645.0
2019-11-01,22990.0,18490.0
2019-12-01,22632.875,21990.0
2020-01-01,22543.75,21920.75
2020-02-01,22333.75,19886.25
2020-04-01,22618.0,19600.0
2020-05-01,22536.7,21272.0
2020-06-01,,20170.975609756097
2020-07-01,,18581.520661157025
