dates,170 cv,136 cv,120 cv,140 cv,160 cv,110 cv,130 cv,100 cv
2020-04-01,13120.0,10753.333333333334,8140.0,5990.0,17390.0,15450.0,12280.0,8450.0
2020-05-01,,10310.0,15785.0,12097.777777777777,,12740.0,,
2020-06-01,,15416.666666666666,,10374.0,,,,
2020-07-01,,11473.333333333334,,,,,,
