dates,143 cv,252 cv,230 cv,180 cv,225 cv
2019-10-01,29990.0,46156.666666666664,32795.0,33090.0,28900.0
2019-12-01,59850.0,48480.0,33500.0,,
2020-01-01,46190.0,,,,
