dates,140 cv,150 cv,192 cv,116 cv,190 cv,231 cv,136 cv
2020-04-01,35733.97857142857,38277.1875,42808.62745098039,27618.666666666668,43395.604395604394,39152.5,29313.75
2020-05-01,36185.63636363636,37881.37254901961,39956.666666666664,27608.14814814815,41732.22222222222,42122.5,30012.85714285714
2020-06-01,35119.76190476191,36745.9375,37933.333333333336,26762.5,43670.5,53790.0,27418.0
2020-07-01,38249.09090909091,34285.294117647056,36155.0,25620.0,43277.0,38505.0,33483.333333333336
