dates,380 cv,300 cv,340 cv,575 cv
2020-01-01,79900.0,69900.0,57990.0,111500.0
2020-02-01,94900.0,65877.5,59890.0,95900.0
2020-03-01,69900.0,63920.0,,
2020-04-01,65680.0,59788.42857142857,,
2020-05-01,67490.0,,,
2020-06-01,65990.0,,,
2020-07-01,67930.0,,,
