dates,150 cv,190 cv,180 cv
2020-04-01,28621.666666666668,32360.0,34804.444444444445
2020-05-01,32627.14285714286,,35620.0
2020-06-01,27698.333333333332,,
2020-07-01,24508.333333333332,,
