dates,150 cv,180 cv,110 cv,105 cv,122 cv,125 cv,184 cv,143 cv,140 cv
2020-03-01,20645.454545454544,22224.444444444445,16177.5,15715.333333333334,16285.0,18980.0,21530.0,17756.666666666668,15870.0
2020-04-01,23280.0,24350.0,17503.333333333332,16116.666666666666,14774.285714285714,20795.0,24659.0,20495.0,
2020-05-01,20252.222222222223,22710.0,15785.555555555555,15659.285714285714,18392.0,,26380.0,,
2020-06-01,19865.0,22140.0,15840.0,,14900.0,,13950.0,,
2020-07-01,15990.0,,16430.0,,,,,,
