dates,150 cv,175 cv,194 cv,192 cv
2019-12-01,40990.0,31950.0,38990.0,38990.0
2020-01-01,29500.0,29490.0,34990.0,39990.0
2020-02-01,35139.666666666664,34800.0,42000.0,
2020-03-01,35770.0,31990.0,38395.0,
2020-05-01,36346.25,35990.0,,
2020-06-01,38950.0,,,
2020-07-01,34617.142857142855,,,
