dates,90 cv,73 cv,75 cv
2019-12-01,9577.5,8990.0,6400.0
2020-03-01,9176.0,8890.0,
2020-05-01,9943.25,6966.666666666667,
2020-06-01,,8228.555555555555,
2020-07-01,,8698.9,
