dates,225 cv,140 cv,180 cv,170 cv,255 cv,249 cv,350 cv,210 cv,335 cv
2020-03-01,7230.0,5245.0,9405.0,7990.0,6874.75,9200.0,11500.0,6500.0,4900.0
2020-04-01,10136.666666666666,4140.0,,4500.0,,,,,
2020-06-01,,6500.0,,,,,,,
