dates,110 cv,90 cv,125 cv,95 cv,136 cv
2020-05-01,4845.0,3900.0,6940.0,7290.0,6890.0
2020-06-01,6240.0,4793.8,,6990.0,3000.0
2020-07-01,4490.0,,,,
