dates,205 cv,91 cv,129 cv,120 cv
2019-09-01,44000.0,24990.0,23990.0,22990.0
2019-12-01,33990.0,25975.0,25990.0,24635.0
2020-01-01,42835.0,26900.0,23990.0,24900.0
2020-03-01,,43150.0,30090.0,25945.0
2020-05-01,,21990.0,26400.0,
2020-06-01,,19900.0,24335.714285714286,
2020-07-01,,23499.0,,
