dates,44 cv,60 cv,64 cv,103 cv,50 cv,45 cv,130 cv,75 cv,89 cv,80 cv,90 cv
2020-05-01,1014.4444444444445,1000.0,1000.0,11900.0,1750.0,2000.0,18450.0,150.0,1800.0,1500.0,2000.0
2020-06-01,1836.4545454545455,,,,,1600.0,,5000.0,2375.0,550.0,
