dates,116 cv,136 cv,143 cv,95 cv,320 cv,184 cv,218 cv,170 cv,102 cv
2020-04-01,14567.1875,15447.5,16270.344827586207,14031.0,38443.333333333336,16949.333333333332,21027.777777777777,18060.0,13180.0
2020-05-01,14153.846153846154,15284.444444444445,16916.0,12297.272727272728,29222.0,16928.235294117647,17607.14285714286,,15580.0
2020-06-01,13536.0,,,14520.76923076923,,20610.0,21671.666666666668,,
