dates,184 cv,258 cv,190 cv,306 cv,313 cv,326 cv
2020-04-01,21430.0,29190.0,23920.0,27995.0,28925.0,47860.0
2020-05-01,21260.0,31960.0,18490.0,,,
2020-07-01,23580.0,29990.0,,,,
