dates,165 cv,155 cv,144 cv,140 cv,192 cv,110 cv,105 cv,115 cv,150 cv,175 cv,120 cv
2020-06-01,2800.0,3245.0,1800.0,2490.0,6250.0,800.0,1490.0,2900.0,99.0,5500.0,2000.0
2020-07-01,,4200.0,,1790.0,,,2140.0,1700.0,,,
