dates,150 cv,136 cv,340 cv,190 cv,224 cv,252 cv,184 cv
2020-04-01,23685.064935064936,19781.53846153846,47283.333333333336,25800.0,32815.0,34510.0,24380.0
2020-05-01,23135.526315789473,19753.157894736843,43750.0,22380.0,27470.0,,32390.0
2020-06-01,22350.714285714286,20540.5,40347.5,,,,
2020-07-01,25819.375,17927.85714285714,,,,,
