dates,75 cv,100 cv,105 cv,90 cv,125 cv,110 cv
2019-03-01,4290.0,5290.0,6490.0,3800.0,4200.0,6943.0
2020-03-01,5000.0,4045.0,4490.0,5890.0,3200.0,
2020-05-01,3740.6666666666665,2710.0,4490.0,4000.0,7890.0,
2020-06-01,3345.0,,3706.0,,,
2020-07-01,,,2490.0,,,
