dates,82 cv,135 cv,125 cv,115 cv,155 cv,150 cv
2018-08-01,17980.0,12504.142857142857,13990.0,11490.0,19496.666666666668,15990.0
2019-07-01,15990.0,14587.777777777777,13490.0,13016.25,17501.583333333332,13118.0
2019-10-01,13235.0,15937.8,10790.0,13750.0,,
2019-11-01,10700.0,,10387.5,,,
2019-12-01,14950.0,,13401.42857142857,,,
2020-01-01,14490.0,,,,,
2020-02-01,13876.2,,,,,
2020-03-01,12358.333333333334,,,,,
2020-05-01,12449.0,,,,,
2020-06-01,14889.777777777777,,,,,
