dates,150 cv,101 cv,193 cv,110 cv,165 cv,125 cv,90 cv
2020-03-01,2740.0,1685.0,6000.0,3300.0,990.0,4400.0,3000.0
2020-06-01,3499.0,650.0,2750.0,3333.3333333333335,2225.0,,
