dates,116 cv,136 cv,109 cv,150 cv,326 cv,190 cv,340 cv,184 cv
2020-03-01,25895.614035087718,28643.432835820895,22064.8,30794.222222222223,61830.0,35011.666666666664,53368.57142857143,33245.0
2020-04-01,28020.0,39647.391304347824,22972.0,36154.634146341465,56995.0,48055.0,,34710.0
2020-05-01,28327.073170731706,28439.53488372093,22912.727272727272,28271.176470588234,66520.0,30830.0,,27538.0
2020-06-01,,,,46160.0,,,,
