dates,112 cv,109 cv,140 cv,125 cv,143 cv,155 cv,150 cv,92 cv,130 cv,136 cv,163 cv
2020-03-01,3950.0,4180.0,5300.0,2600.0,3495.0,4200.0,5300.0,4500.0,3900.0,4500.0,6150.0
2020-05-01,5916.923076923077,3949.2551020408164,3742.3076923076924,3174.5,,,5076.0,,2849.5,4870.0,
2020-06-01,5309.090909090909,4023.654970760234,4045.740740740741,,,,4290.0,,,3272.6666666666665,
2020-07-01,6806.666666666667,3269.4117647058824,3981.6666666666665,,,,,,,,
