dates,120 cv,99 cv,130 cv,150 cv,177 cv,110 cv,135 cv,272 cv,205 cv
2020-03-01,18884.347826086956,14274.545454545454,14990.0,26020.0,24890.0,17546.666666666668,14743.333333333334,27150.0,20700.0
2020-04-01,17456.923076923078,14324.0,20545.384615384617,19383.75,22450.0,15605.0,,23226.666666666668,
2020-05-01,18296.530612244896,16211.28205128205,20439.11111111111,19810.0,28250.0,16250.0,,,
2020-06-01,14943.92857142857,13282.857142857143,19060.0,16196.0,,,,,
2020-07-01,,,17633.333333333332,,,,,,
