dates,65 cv,86 cv,106 cv,110 cv,100 cv,140 cv,200 cv,201 cv,90 cv,107 cv,68 cv,111 cv
2020-03-01,2999.0,5145.0,4350.0,5345.0,2290.0,1990.0,53900.0,10000.0,3790.0,4490.0,3490.0,6000.0
2020-04-01,4990.0,5425.0,,5294.285714285715,,,,,,,,
2020-05-01,3780.0,,,,,,,,,,,
2020-06-01,3995.0,,,,,,,,,,,
