dates,90 cv,109 cv,136 cv,140 cv,116 cv
2020-05-01,962.5,711.4285714285714,1833.3333333333333,1000.0,500.0
2020-06-01,1165.0,1150.0,600.0,,
2020-07-01,1500.0,,,,
