dates,110 cv,82 cv,131 cv,99 cv,120 cv
2019-07-01,24299.0,15140.0,21600.0,17740.0,18900.0
2019-09-01,18990.0,13823.333333333334,18990.0,17990.0,20980.0
2019-12-01,16792.5,15326.333333333334,20695.0,,24890.0
2020-02-01,16973.333333333332,19000.0,,,20980.0
2020-03-01,17240.0,,,,18986.666666666668
2020-05-01,17748.0,,,,21252.222222222223
2020-06-01,17881.764705882353,,,,
2020-07-01,17900.303030303032,,,,
