dates,69 cv,105 cv,100 cv,95 cv
2020-02-01,9490.0,9990.0,8990.0,9490.0
2020-04-01,10650.0,8880.0,11490.0,
2020-05-01,10130.0,8290.0,10762.5,
2020-06-01,,10605.0,12340.0,
2020-07-01,,12292.0,,
