dates,184 cv,400 cv,230 cv,180 cv,310 cv
2020-03-01,46365.454545454544,71642.5,54569.41176470588,35142.5,55529.375
2020-04-01,47823.333333333336,81775.0,45560.0,31995.0,44810.0
2020-05-01,43596.666666666664,76537.5,41788.57142857143,33460.0,46185.0
