dates,260 cv,160 cv,185 cv,200 cv,120 cv,150 cv,210 cv,136 cv,170 cv,115 cv
2019-12-01,12735.0,5590.0,6745.0,7500.0,6900.0,4990.0,9500.0,5600.0,6595.0,7490.0
2020-01-01,10900.0,5570.0,6550.0,12700.0,6900.0,6060.0,4500.0,,,4454.0
2020-05-01,,,,5847.5,5592.5,5497.0,,,,8263.333333333334
2020-06-01,,,,,5240.0,,,,,
2020-07-01,,,,,5314.0,,,,,
