dates,68 cv,73 cv,90 cv,95 cv,175 cv,150 cv,120 cv,109 cv,92 cv,112 cv
2019-06-01,7490.0,5593.333333333333,4732.5,5291.666666666667,8499.0,5690.0,5490.0,12790.0,6120.0,3000.0
2020-01-01,4345.0,4495.0,5750.0,5500.0,,,5830.0,6900.0,,
2020-02-01,6950.0,,5995.0,,,,4975.0,,,
2020-03-01,1800.0,,,,,,,,,
2020-05-01,5767.36,,,,,,,,,
2020-06-01,4470.0,,,,,,,,,
2020-07-01,5990.0,,,,,,,,,
