dates,109 cv,218 cv,184 cv,116 cv,150 cv,190 cv,136 cv
2020-04-01,13690.0,24090.0,16715.0,13985.0,20440.0,17820.0,19760.0
2020-05-01,14106.0,,14420.0,16613.333333333332,15300.0,,
2020-06-01,,,,14018.0,16600.0,,
