dates,150 cv,184 cv,258 cv,190 cv,313 cv,245 cv,306 cv,326 cv
2020-04-01,27800.0,28009.23076923077,32705.714285714286,28592.25,35460.0,28980.0,34054.28571428572,56010.0
2020-05-01,24551.666666666668,26693.636363636364,32631.428571428572,29524.285714285714,39880.0,29960.0,39850.0,59620.0
2020-06-01,25680.0,27008.75,32070.0,28370.0,38860.0,,,
