dates,101 cv,75 cv,65 cv,85 cv,95 cv
2020-04-01,12163.333333333334,10765.0,9990.0,6210.0,12070.0
2020-05-01,11202.857142857143,8702.666666666666,7995.0,6708.75,
2020-06-01,6000.0,9535.0,,9350.0,
2020-07-01,,8312.727272727272,,,
