dates,110 cv,106 cv,86 cv,130 cv,150 cv,140 cv
2020-03-01,7676.666666666667,8130.0,5575.0,6270.0,9540.0,6990.0
2020-04-01,7190.0,,,7502.5,,
2020-05-01,6050.0,,,,,
2020-06-01,5990.0,,,,,
2020-07-01,4200.0,,,,,
