dates,160 cv,200 cv,170 cv,340 cv,272 cv,150 cv,250 cv
2020-02-01,13637.0,12658.75,10000.0,32990.0,18970.0,18900.0,15900.0
2020-03-01,14900.0,13641.470588235294,,30660.0,,,15640.0
2020-04-01,15990.0,13052.0,,,,,18700.0
2020-05-01,12613.333333333334,,,,,,
2020-06-01,12227.0,,,,,,
2020-07-01,11740.0,,,,,,
