dates,60 cv,80 cv,70 cv,90 cv,192 cv,75 cv,85 cv,100 cv,95 cv,65 cv,125 cv
2019-12-01,5500.0,3090.0,1550.0,3500.0,9675.0,3488.5,2995.0,3990.0,3000.0,400.0,3666.6666666666665
2020-05-01,2852.0,3049.0,2633.3333333333335,3876.25,,3014.285714285714,,4633.333333333333,3733.3333333333335,3450.0,
2020-06-01,3095.4285714285716,,,3347.2727272727275,,,,,,,
2020-07-01,,,,4190.0,,,,,,,
