dates,260 cv,84 cv,105 cv,143 cv,109 cv,90 cv
2019-09-01,7200.0,4990.0,3100.0,3300.0,3300.0,3995.0
2019-12-01,8676.0,2000.0,3242.5,4763.333333333333,3129.090909090909,
2020-01-01,,3290.0,,4450.0,3061.6666666666665,
2020-05-01,,3445.0,,,,
2020-06-01,,2583.3333333333335,,,,
2020-07-01,,3762.222222222222,,,,
