dates,210 cv,150 cv,160 cv,140 cv,120 cv,185 cv,260 cv,115 cv,136 cv,200 cv,170 cv
2019-05-01,6900.0,6501.428571428572,5900.0,3900.0,3166.0,6330.0,6800.0,5000.0,2745.0,4000.0,4999.0
2019-06-01,6538.0,3638.9523809523807,5000.0,,3540.5882352941176,,7990.0,4990.0,4513.333333333333,4630.0,4900.0
2019-10-01,5782.5,3660.6451612903224,,,3474.0588235294117,,,5990.0,5547.5,5800.0,5145.0
2020-01-01,,,,,,,,4790.0,,,
2020-02-01,,,,,,,,4990.0,,,
2020-05-01,,,,,,,,3230.0,,,
2020-06-01,,,,,,,,3660.769230769231,,,
2020-07-01,,,,,,,,3775.5555555555557,,,
