dates,158 cv,211 cv,133 cv,207 cv
2020-05-01,5500.0,3490.0,2255.5555555555557,6000.0
2020-06-01,1833.6666666666667,1945.0,1412.1,1200.0
2020-07-01,1790.0,,,
