dates,150 cv,110 cv,115 cv
2019-10-01,32093.333333333332,27793.333333333332,24990.0
2020-01-01,31145.0,37450.0,
2020-04-01,32999.0,27900.0,
2020-05-01,34445.0,31662.222222222223,
2020-06-01,36964.555555555555,,
2020-07-01,38761.61538461538,,
