dates,45 cv,60 cv,75 cv,88 cv,54 cv,50 cv,118 cv,57 cv
2018-06-01,1490.0,996.75,1211.6666666666667,700.0,1050.0,400.0,6400.0,1200.0
2019-07-01,1400.0,1190.8333333333333,872.5,1000.0,1800.0,,,800.0
2019-11-01,2990.0,,,,,,,1400.0
2020-03-01,1500.0,,,,,,,
2020-05-01,1151.3513513513512,,,,,,,
2020-06-01,1019.6428571428571,,,,,,,
2020-07-01,2500.0,,,,,,,
