dates,75 cv,105 cv,110 cv,122 cv,90 cv
2018-08-01,14500.0,8990.0,15000.0,13990.0,13990.0
2018-10-01,16850.0,11445.0,,,12256.666666666666
2019-10-01,13250.0,,,,
2020-06-01,9990.0,,,,
2020-07-01,11893.333333333334,,,,
