dates,460 cv,440 cv,330 cv,550 cv,680 cv
2018-10-01,136512.0,99990.0,137900.0,159850.0,159990.0
2019-11-01,131663.125,103375.0,107200.0,132900.0,
2019-12-01,123491.76470588235,91896.66666666667,123145.0,149900.0,
2020-01-01,104048.33333333333,,93990.0,,
2020-02-01,,,119850.0,,
2020-06-01,,,125320.0,,
2020-07-01,,,104565.0,,
