dates,90 cv,115 cv,110 cv,105 cv,125 cv,130 cv,87 cv,95 cv,160 cv,120 cv,140 cv,136 cv,150 cv
2019-09-01,3700.0,3620.0,4490.0,1850.0,5525.0,6700.0,5700.0,4480.0,6990.0,3240.0,4950.0,7500.0,6500.0
2020-02-01,,,6395.0,,5450.0,6650.0,6980.0,,,6875.0,,,
2020-05-01,,,4858.0,,4500.0,,4645.0,,,2900.0,,,
2020-06-01,,,4932.9,,,,5466.666666666667,,,,,,
2020-07-01,,,,,,,6990.0,,,,,,
