dates,95 cv,120 cv,150 cv,110 cv,90 cv,81 cv,115 cv,155 cv,92 cv,82 cv,114 cv
2020-04-01,12745.495495495496,13869.33962264151,12489.23076923077,12810.0,10651.904761904761,11591.25,15000.0,10240.0,11685.0,11480.0,9960.0
2020-05-01,13432.456140350878,13214.285714285714,11737.5,12457.09677419355,10596.0,11878.181818181818,9960.0,10450.0,10624.0,,12180.0
2020-06-01,11639.591836734693,12660.714285714286,12070.0,11087.5,10914.285714285714,11273.333333333334,,10580.0,9216.666666666666,,11210.0
2020-07-01,12668.888888888889,12266.923076923076,,11965.714285714286,,,,,,,
