dates,265 cv,100 cv,130 cv,275 cv,132 cv,205 cv,95 cv,160 cv,165 cv,115 cv,140 cv
2020-05-01,19990.0,11500.0,10290.0,19990.0,11490.0,20950.0,13290.0,19100.0,18240.0,10500.0,16590.0
2020-06-01,,11676.666666666666,11298.333333333334,,14995.0,18476.666666666668,11744.5,19500.0,16900.0,,
2020-07-01,,,11900.0,,10986.0,16750.0,9990.0,,,,
