dates,90 cv,109 cv,140 cv,116 cv,143 cv
2019-07-01,4900.0,4726.666666666667,4990.0,5494.5,4199.0
2020-05-01,5490.0,,5700.0,5158.5,
2020-06-01,5467.5,,,,
2020-07-01,5195.1,,,,
