dates,102 cv,160 cv,235 cv,105 cv,80 cv,110 cv,122 cv,140 cv
2020-05-01,8127.5,13620.0,11915.0,11725.0,5990.0,7350.0,6490.0,8550.0
2020-06-01,,17296.666666666668,,7615.0,8750.0,,,
2020-07-01,,,,8702.857142857143,,,,
