dates,115 cv,100 cv,140 cv,132 cv,95 cv,205 cv,160 cv,165 cv,130 cv,275 cv
2019-10-01,15437.5,14490.0,18990.0,17490.0,12000.0,21072.5,19900.0,19240.0,10990.0,33790.0
2019-11-01,18000.0,13490.0,18190.0,16990.0,15233.333333333334,20905.14285714286,24000.0,19116.0,12250.0,31700.0
2020-02-01,13499.0,12900.0,18370.0,14963.333333333334,11799.0,20922.5,20191.25,17440.0,,35941.333333333336
2020-03-01,,13245.0,18690.0,15834.285714285714,,,19870.0,,,35553.333333333336
2020-05-01,,11990.0,18937.14285714286,16490.0,,,,,,
2020-06-01,,,18392.727272727272,,,,,,,
2020-07-01,,,18306.666666666668,,,,,,,
