dates,120 cv,92 cv,112 cv,150 cv,110 cv,82 cv,98 cv,115 cv,90 cv,163 cv
2019-02-01,6050.0,7490.0,5840.0,11800.0,4450.0,9490.0,8245.0,8400.0,5600.0,5990.0
2020-01-01,10300.0,7490.0,6354.285714285715,10166.666666666666,5600.0,7948.0,,,,5500.0
2020-05-01,,5922.5,,,,8600.0,,,,
