dates,204 cv,163 cv,140 cv,181 cv,150 cv,125 cv,109 cv,240 cv,120 cv,207 cv
2020-03-01,13756.666666666666,9500.0,11126.0,18172.5,15392.35294117647,12776.666666666666,12326.666666666666,12480.0,9495.0,6990.0
2020-04-01,10640.0,14700.0,10782.0,16187.5,14400.0,11280.0,8441.818181818182,19865.0,7450.0,11235.0
2020-05-01,11292.0,11495.555555555555,11538.333333333334,16947.0,14710.0,,9473.75,,9990.0,
2020-06-01,,10002.5,9928.0,,16000.0,,,,,
2020-07-01,,8740.0,,,,,,,,
